Unnamed: 0,DOI,Author,Title,Year,Journal,source,PubMedID,Group,Title_lower,Journal_lower,Count,Label_ID,Label,Malik_Label_Validation,Jodi_Label_Validation,Remark,Retraction_Phrase,Inference Possibility,Inference Number,Retraction_Flag,Retraction_Flag_Pos
105,10.1007/s12597-021-00544-2,"[{'ORCID': 'http://orcid.org/0000-0003-0987-5148', 'authenticated-orcid': False, 'given': 'R.', 'family': 'Manivasagam', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: Genetic algorithm for minimizing the fuel consumption,2021,OPSEARCH,Crossref,,likely_retracted,retracted article: genetic algorithm for minimizing the fuel consumption,opsearch,1,RP209,both_rp_rn,,,,retracted article,RP209-Y,1,retracted article:,begin
109,10.1007/s10904-020-01614-6,"[{'given': 'P. B.', 'family': 'Nagore', 'sequence': 'first', 'affiliation': []}, {'given': 'A. J.', 'family': 'Ghoti', 'sequence': 'additional', 'affiliation': []}, {'given': 'A. P.', 'family': 'Salve', 'sequence': 'additional', 'affiliation': []}, {'given': 'K. G.', 'family': 'Mane', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Green Synthesis of Luminescent Copper Oxide Nanoparticles Using Ginger Lily Leaves Extract,2020,Journal of Inorganic and Organometallic Polymers and Materials,Crossref,,likely_retracted,retracted article: green synthesis of luminescent copper oxide nanoparticles using ginger lily leaves extract,journal of inorganic and organometallic polymers and materials,1,RP156,both_rp_rn,,,,retracted article,RP156-Y,1,retracted article:,begin
112,10.1007/s12224-016-9233-4,"[{'given': 'Chang-Bae', 'family': 'Lee', 'sequence': 'first', 'affiliation': []}, {'given': 'Jung-Hwa', 'family': 'Chun', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Habitat heterogeneity and climate explain plant diversity patterns along an extensive environmental gradient in the temperate forests of South Korea,2016,Folia Geobotanica,Crossref,,likely_retracted,retracted article: habitat heterogeneity and climate explain plant diversity patterns along an extensive environmental gradient in the temperate forests of south korea,folia geobotanica,1,RP94,both_rp_rn,,,,retracted article,RP94-Y,1,retracted article:,begin
115,10.1007/s00542-019-04435-x,"[{'given': 'A.', 'family': 'Surendar', 'sequence': 'first', 'affiliation': []}, {'given': 'Waluyo', 'family': 'Adi Siswanto', 'sequence': 'additional', 'affiliation': []}, {'given': 'Maryam', 'family': 'Alijani', 'sequence': 'additional', 'affiliation': []}, {'given': 'K.', 'family': 'Alhaifi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mohammad', 'family': 'Salmani', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: High-G drop effect on the creep-fatigue failure of SAC solder joints in BGA packages,2019,Microsystem Technologies,Crossref,,likely_retracted,retracted article: high-g drop effect on the creep-fatigue failure of sac solder joints in bga packages,microsystem technologies,1,RP195,retracted paper(rp),,,,retracted article,RP195-Y,1,retracted article:,begin
116,10.1007/s42486-021-00063-5,"[{'ORCID': 'http://orcid.org/0000-0002-6167-9884', 'authenticated-orcid': False, 'given': 'Pranjal', 'family': 'Kumar', 'sequence': 'first', 'affiliation': []}, {'given': 'Siddhartha', 'family': 'Chauhan', 'sequence': 'additional', 'affiliation': []}]","RETRACTED ARTICLE: Human activity recognition with deep learning: overview, challenges and possibilities",2021,CCF Transactions on Pervasive Computing and Interaction,Crossref,,likely_retracted,"retracted article: human activity recognition with deep learning: overview, challenges and possibilities",ccf transactions on pervasive computing and interaction,1,RP39,both_rp_rn,,,,retracted article,RP39-Y,1,retracted article:,begin
117,10.1007/s12250-020-00248-9,"[{'given': 'Xuan', 'family': 'Dong', 'sequence': 'first', 'affiliation': []}, {'given': 'Jiasong', 'family': 'Xiong', 'sequence': 'additional', 'affiliation': []}, {'given': 'Chaolin', 'family': 'Huang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jie', 'family': 'Xiang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Wenjuan', 'family': 'Wu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nanshan', 'family': 'Chen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Danning', 'family': 'Wen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Chao', 'family': 'Tu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xueli', 'family': 'Qiao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Liang', 'family': 'Kang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zhongzi', 'family': 'Yao', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-9277-5705', 'authenticated-orcid': False, 'given': 'Dingyu', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-8716-6510', 'authenticated-orcid': False, 'given': 'Quanjiao', 'family': 'Chen', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Human H9N2 Avian Influenza Infection: Epidemiological and Clinical Characterization of 16 Cases in China,2020,Virologica Sinica,Crossref,,likely_retracted,retracted article: human h9n2 avian influenza infection: epidemiological and clinical characterization of 16 cases in china,virologica sinica,1,RP271,both_rp_rn,,,,retracted article,RP271-Y,1,retracted article:,begin
118,10.1134/s0006297913120031,"[{'given': 'Wei', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}, {'given': 'Haicheng', 'family': 'Yan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Changwu', 'family': 'Dou', 'sequence': 'additional', 'affiliation': []}, {'given': 'Youle', 'family': 'Su', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Human leptin triggers proliferation of A549 cells via blocking endoplasmic reticulum stress-related apoptosis,2013,Biochemistry (Moscow),Crossref,,likely_retracted,retracted article: human leptin triggers proliferation of a549 cells via blocking endoplasmic reticulum stress-related apoptosis,biochemistry (moscow),1,RP25,retracted paper(rp),,,,retracted article,RP25-Y,1,retracted article:,begin
122,10.1007/s10257-020-00477-1,"[{'ORCID': 'http://orcid.org/0000-0002-4130-2342', 'authenticated-orcid': False, 'given': 'Dongling', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}, {'given': 'Yuming', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Implications for sustainability in supply chain management and the circular economy using machine learning model,2020,Information Systems and e-Business Management,Crossref,,likely_retracted,retracted article: implications for sustainability in supply chain management and the circular economy using machine learning model,information systems and e-business management,1,RP107,both_rp_rn,,,,retracted article,RP107-Y,1,retracted article:,begin
123,10.1007/s11998-021-00574-x,"[{'given': 'Yingfang', 'family': 'He', 'sequence': 'first', 'affiliation': []}, {'given': 'Siying', 'family': 'An', 'sequence': 'additional', 'affiliation': []}, {'given': 'Feng', 'family': 'Ma', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0736-905X', 'authenticated-orcid': False, 'given': 'Xiang', 'family': 'Shen', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Improved fouling resistance of polyacrylonitrile membrane tethered with sulfobetaine-based hydrogel layers,2022,Journal of Coatings Technology and Research,Crossref,,likely_retracted,retracted article: improved fouling resistance of polyacrylonitrile membrane tethered with sulfobetaine-based hydrogel layers,journal of coatings technology and research,1,RP141,both_rp_rn,,,,retracted article,RP141-Y,1,retracted article:,begin
124,10.1080/21548455.2015.1020457,"[{'given': 'Shukla', 'family': 'Sikder', 'sequence': 'first', 'affiliation': []}, {'given': 'Marilyn', 'family': 'Fleer', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Incremental Science Learning in Toddler's Play,2015,"International Journal of Science Education, Part B",Crossref,,likely_retracted,retracted article: incremental science learning in toddler's play,"international journal of science education, part b",1,RP121,both_rp_rn,,,,retracted article,RP121-Y,1,retracted article:,begin
125,10.1007/s00345-020-03289-7,"[{'given': 'Fei', 'family': 'Guan', 'sequence': 'first', 'affiliation': []}, {'given': 'Jing', 'family': 'Wu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jiang', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'given': 'Shang', 'family': 'Liu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yuting', 'family': 'Weng', 'sequence': 'additional', 'affiliation': []}, {'given': 'Tao', 'family': 'Chen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Tongxin', 'family': 'Yang', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0468-5890', 'authenticated-orcid': False, 'given': 'Kewei', 'family': 'Fang', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Inducible nitric oxide synthase promotes differentiation of satellite cells and prevents stress urinary incontinence via HGF-mediated p38/MAPK signaling,2020,World Journal of Urology,Crossref,,likely_retracted,retracted article: inducible nitric oxide synthase promotes differentiation of satellite cells and prevents stress urinary incontinence via hgf-mediated p38/mapk signaling,world journal of urology,1,RP273,both_rp_rn,,,,retracted article,RP273-Y,1,retracted article:,begin
126,10.1007/s12088-021-00972-0,"[{'given': 'Ruo-qi', 'family': 'Yang', 'sequence': 'first', 'affiliation': []}, {'given': 'Gui-ping', 'family': 'Zhao', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Inhibitory Effects of Glycyrrhiza Uralensis Fisch Extract on Cariogenic Virulence Factors of Streptococcus Mutans,2021,Indian Journal of Microbiology,Crossref,,likely_retracted,retracted article: inhibitory effects of glycyrrhiza uralensis fisch extract on cariogenic virulence factors of streptococcus mutans,indian journal of microbiology,1,RP104,both_rp_rn,,,,retracted article,RP104-Y,1,retracted article:,begin
128,10.1007/s11665-022-06608-8,"[{'given': 'Zhijian', 'family': 'Cui', 'sequence': 'first', 'affiliation': []}, {'given': 'Yonggang', 'family': 'Zhao', 'sequence': 'additional', 'affiliation': []}, {'given': 'Xuefeng', 'family': 'Hu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Wei', 'family': 'Song', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yabin', 'family': 'Wang', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Investigation for the Influence of CO2 on the Corrosion Behavior of 42CrMo Steel through Heat Treatment,2022,Journal of Materials Engineering and Performance,Crossref,,likely_retracted,retracted article: investigation for the influence of co2 on the corrosion behavior of 42crmo steel through heat treatment,journal of materials engineering and performance,1,RP159,both_rp_rn,,,,retracted article,RP159-Y,1,retracted article:,begin
130,10.1007/s12666-014-0500-x,"[{'given': 'M. K.', 'family': 'Samal', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: Investigation of Fracture Behavior of Axially-Cracked Thin-Walled Tubular Components Using Non-standard Specimens and Test Setups,2015,Transactions of the Indian Institute of Metals,Crossref,,likely_retracted,retracted article: investigation of fracture behavior of axially-cracked thin-walled tubular components using non-standard specimens and test setups,transactions of the indian institute of metals,1,RP266,both_rp_rn,,,,retracted article,RP266-Y,1,retracted article:,begin
131,10.1007/s10948-021-05958-z,"[{'ORCID': 'http://orcid.org/0000-0001-8330-332X', 'authenticated-orcid': False, 'given': 'Hamidreza', 'family': 'Alborznia', 'sequence': 'first', 'affiliation': []}, {'given': 'Mehdi', 'family': 'Nazirzadeh', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Investigation of Quantum Correlations of Electron Spins of Cooper Pair in a Superconductor Under Magnetic Field Effect,2021,Journal of Superconductivity and Novel Magnetism,Crossref,,likely_retracted,retracted article: investigation of quantum correlations of electron spins of cooper pair in a superconductor under magnetic field effect,journal of superconductivity and novel magnetism,1,RP170,both_rp_rn,,,,retracted article,RP170-Y,1,retracted article:,begin
138,10.1080/1364436x.2018.1462150,"[{'given': 'Thompson', 'family': 'Mumuni', 'sequence': 'first', 'affiliation': [{'name': 'Faculty of Education, Basic Education, University of Cape Coast , Cape Coast, Ghana'}]}]",Retracted article: Lived and Expressed Spirituality of Children: Insights from a Kindergarten Setting,2018,International Journal of Children's Spirituality,Crossref,,likely_retracted,retracted article: lived and expressed spirituality of children: insights from a kindergarten setting,international journal of children's spirituality,1,RP112,both_rp_rn,,,,retracted article,RP112-Y,1,retracted article:,begin
141,10.1007/bf00613233,"[{'given': 'R.', 'family': 'Aquilano', 'sequence': 'first', 'affiliation': []}, {'given': 'W.', 'family': 'Barreto', 'sequence': 'additional', 'affiliation': []}, {'given': 'L. A.', 'family': 'N√∫√±ez', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Luminosity profiles and the contraction of radiating spheres in general relativity,1995,Astrophysics and Space Science,Crossref,,likely_retracted,retracted article: luminosity profiles and the contraction of radiating spheres in general relativity,astrophysics and space science,1,RP20,retracted paper(rp),,,,retracted article,RP20-Y,1,retracted article:,begin
142,10.1007/bf02784559,"[{'given': 'Jolanta', 'family': 'Rzymowska', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: Magnesium and iron contents of leukemic lymphocytes in acute leukemias and hemolytic anemia,1996,Biological Trace Element Research,Crossref,,likely_retracted,retracted article: magnesium and iron contents of leukemic lymphocytes in acute leukemias and hemolytic anemia,biological trace element research,1,RP26,retracted paper(rp),,,,retracted article,RP26-Y,1,retracted article:,begin
155,10.1517/13543776.2015.1042242,,Retracted article: Natural product-based therapeutics for the treatment of cancer stem cells: a patent review (2010 - 2013),2015,Expert Opinion on Therapeutic Patents,Crossref,,likely_retracted,retracted article: natural product-based therapeutics for the treatment of cancer stem cells: a patent review (2010 - 2013),expert opinion on therapeutic patents,1,RP92,retraction notice(rn),,,,retracted article,RP92-Y,1,retracted article:,begin
156,10.1007/s12564-021-09668-y,"[{'given': 'Sukanta Kumar', 'family': 'Naskar', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-7901-4610', 'authenticated-orcid': False, 'given': 'Sushovan', 'family': 'Chatterjee', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: NEP 2020: few highlights in higher education,2021,Asia Pacific Education Review,Crossref,,likely_retracted,retracted article: nep 2020: few highlights in higher education,asia pacific education review,1,RP17,both_rp_rn,,,,retracted article,RP17-Y,1,retracted article:,begin
160,10.1007/s40868-021-00097-5,"[{'given': 'Jagadeshwar', 'family': 'Kandula', 'sequence': 'first', 'affiliation': []}, {'given': 'P. Usha', 'family': 'Sri', 'sequence': 'additional', 'affiliation': []}, {'given': 'P. Ravinder', 'family': 'Reddy', 'sequence': 'additional', 'affiliation': []}, {'given': 'S. K.', 'family': 'Gugulothu', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Numerical and experimental evaluation of cavitation flow around axisymmetric cavitators,2021,Marine Systems &amp; Ocean Technology,Crossref,,likely_retracted,retracted article: numerical and experimental evaluation of cavitation flow around axisymmetric cavitators,marine systems &amp; ocean technology,1,RP183,retracted paper(rp),,,,retracted article,RP183-Y,1,retracted article:,begin
161,10.1007/s41478-022-00472-4,"[{'given': 'Parth', 'family': 'Chavan', 'sequence': 'first', 'affiliation': []}, {'given': 'Sarth', 'family': 'Chavan', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: On explicit evaluation of certain linear alternating Euler sums and double t-values,2022,The Journal of Analysis,Crossref,,likely_retracted,retracted article: on explicit evaluation of certain linear alternating euler sums and double t-values,the journal of analysis,1,RP257,both_rp_rn,,,,retracted article,RP257-Y,1,retracted article:,begin
162,10.1134/s0001434608030218,"[{'given': 'N.', 'family': 'Zamani', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: On graded distributive modules,2008,Mathematical Notes,Crossref,,likely_retracted,retracted article: on graded distributive modules,mathematical notes,1,RP187,retracted paper(rp),,,,retracted article,RP187-Y,1,retracted article:,begin
163,10.1007/s10998-022-00502-5,"[{'given': '≈Åukasz', 'family': 'Matysiak', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: On some properties of polynomial composites,2022,Periodica Mathematica Hungarica,Crossref,,likely_retracted,retracted article: on some properties of polynomial composites,periodica mathematica hungarica,1,RP214,both_rp_rn,,,,retracted article,RP214-Y,1,retracted article:,begin
166,10.1007/s10639-020-10266-5,"[{'ORCID': 'http://orcid.org/0000-0001-6514-6746', 'authenticated-orcid': False, 'given': 'Adil', 'family': 'Korchi', 'sequence': 'first', 'affiliation': []}, {'given': 'Najiba', 'family': 'El Amrani El Idrissi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Fay√ßal', 'family': 'Messaoudi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mohamed', 'family': 'Dardor', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Ontology for distributed architecture of pedagogical warehouse in the field of machine learning,2020,Education and Information Technologies,Crossref,,likely_retracted,retracted article: ontology for distributed architecture of pedagogical warehouse in the field of machine learning,education and information technologies,1,RP72,both_rp_rn,,,,retracted article,RP72-Y,1,retracted article:,begin
167,10.1007/s00586-021-06913-1,"[{'ORCID': 'http://orcid.org/0000-0002-2479-2589', 'authenticated-orcid': False, 'given': 'Sayed Abdulla', 'family': 'Jami', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6042-5228', 'authenticated-orcid': False, 'given': 'Zhanwen', 'family': 'Zhou', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-1994-4074', 'authenticated-orcid': False, 'given': 'Siam Al', 'family': 'Mobarak', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5865-8935', 'authenticated-orcid': False, 'given': 'Mahzabin', 'family': 'Tabassum', 'sequence': 'additional', 'affiliation': []}, {'given': 'Fawad', 'family': 'Ali', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Osteotomy in lateral position for correcting severe thoracolumbar kyphosis combined with hip flexion contracture in ankylosing spondylitis: a case report and literature review,2021,European Spine Journal,Crossref,,likely_retracted,retracted article: osteotomy in lateral position for correcting severe thoracolumbar kyphosis combined with hip flexion contracture in ankylosing spondylitis: a case report and literature review,european spine journal,1,RP88,both_rp_rn,,,,retracted article,RP88-Y,1,retracted article:,begin
168,10.1007/s13193-021-01468-5,"[{'given': 'Abhishek', 'family': 'Gautam', 'sequence': 'first', 'affiliation': []}, {'given': 'Suneed', 'family': 'Kumar', 'sequence': 'additional', 'affiliation': []}, {'given': 'Shibumon M.', 'family': 'Madhavan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Dinesh', 'family': 'Choudhary', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sneha', 'family': 'Jha', 'sequence': 'additional', 'affiliation': []}, {'given': 'Anshuman', 'family': 'Pandey', 'sequence': 'additional', 'affiliation': []}, {'given': 'Shakeel', 'family': 'Masood', 'sequence': 'additional', 'affiliation': []}, {'given': 'Smita', 'family': 'Chauhan', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Percutaneous Transhepatic Biliary Drainage Improves Quality of Life in Advanced Gallbladder Cancer with Obstructive Jaundice: a Holistic Assessment,2021,Indian Journal of Surgical Oncology,Crossref,,likely_retracted,retracted article: percutaneous transhepatic biliary drainage improves quality of life in advanced gallbladder cancer with obstructive jaundice: a holistic assessment,indian journal of surgical oncology,1,RP105,both_rp_rn,,,,retracted article,RP105-Y,1,retracted article:,begin
170,10.1186/1471-2482-12-s1-s1,"[{'given': 'Bruno', 'family': 'Amato', 'sequence': 'first', 'affiliation': []}, {'given': 'Rita', 'family': 'Compagna', 'sequence': 'additional', 'affiliation': []}, {'given': 'Gianni Antonio', 'family': 'Della Corte', 'sequence': 'additional', 'affiliation': []}, {'given': 'Giovanni', 'family': 'Martino', 'sequence': 'additional', 'affiliation': []}, {'given': 'Tommaso', 'family': 'Bianco', 'sequence': 'additional', 'affiliation': []}, {'given': 'Guido', 'family': 'Coretti', 'sequence': 'additional', 'affiliation': []}, {'given': 'Roberto', 'family': 'Rossi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Antonio', 'family': 'Braucci', 'sequence': 'additional', 'affiliation': []}, {'given': 'Giovanni', 'family': 'Aprea', 'sequence': 'additional', 'affiliation': []}, {'given': 'Pio', 'family': 'Zeppa', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alessandro', 'family': 'Puzziello', 'sequence': 'additional', 'affiliation': []}, {'given': 'Claudio', 'family': 'Terranova', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Peripheral blood mono-nuclear cells implantation in patients with peripheral arterial disease: a pilot study for clinical and biochemical outcome of neoangiogenesis,2012,BMC Surgery,Crossref,,likely_retracted,retracted article: peripheral blood mono-nuclear cells implantation in patients with peripheral arterial disease: a pilot study for clinical and biochemical outcome of neoangiogenesis,bmc surgery,1,RP33,retracted paper(rp),,,,retracted article,RP33-Y,1,retracted article:,begin
172,10.1007/s12588-019-09244-5,"[{'given': 'Lei', 'family': 'Wang', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7181-2688', 'authenticated-orcid': False, 'given': 'Chunxia', 'family': 'He', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jingjing', 'family': 'Fu', 'sequence': 'additional', 'affiliation': []}]","RETRACTED ARTICLE: Physical, mechanical, and thermal behavior analyses of basalt fiber-reinforced composites",2019,International Journal of Plastics Technology,Crossref,,likely_retracted,"retracted article: physical, mechanical, and thermal behavior analyses of basalt fiber-reinforced composites",international journal of plastics technology,1,RP119,both_rp_rn,,,,retracted article,RP119-Y,1,retracted article:,begin
174,10.1080/03906701.2016.1254392,"[{'given': 'Rossana', 'family': 'Galdini', 'sequence': 'first', 'affiliation': [{'name': 'Department of Social and Economic Sciences, Sapienza University of Rome, Rome, Italy'}]}]",RETRACTED ARTICLE: Placemaking as an approach for innovative urban renewal practices: community gardens in Berlin,2016,International Review of Sociology,Crossref,,likely_retracted,retracted article: placemaking as an approach for innovative urban renewal practices: community gardens in berlin,international review of sociology,1,RP128,both_rp_rn,,,,retracted article,RP128-Y,1,retracted article:,begin
178,10.1007/s12397-021-09364-4,"[{'ORCID': 'http://orcid.org/0000-0002-6328-5643', 'authenticated-orcid': False, 'given': 'Yitzchak', 'family': 'Kerem', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: Portugal‚Äôs Citizenship for Sephardic Jewry: A Golden Fountainhead,2021,Contemporary Jewry,Crossref,,likely_retracted,retracted article: portugal‚Äôs citizenship for sephardic jewry: a golden fountainhead,contemporary jewry,1,RP61,both_rp_rn,,,,retracted article,RP61-Y,1,retracted article:,begin
183,10.1080/08998280.2019.1578105,,"RETRACTED ARTICLE: Primary central nervous system high-grade B-cell lymphoma, with rearrangements of <i>MYC</i> and <i>BCL6</i>",2018,Baylor University Medical Center Proceedings,Crossref,,likely_retracted,"retracted article: primary central nervous system high-grade b-cell lymphoma, with rearrangements of <i>myc</i> and <i>bcl6</i>",baylor university medical center proceedings,1,RP22,retraction notice(rn),,,,retracted article,RP22-Y,1,retracted article:,begin
184,10.1038/s41404-021-0712-9,"[{'given': 'Alfie', 'family': 'Chan', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: Principle 8 - Surviving your professional duty,2021,BDJ In Practice,Crossref,,likely_retracted,retracted article: principle 8 - surviving your professional duty,bdj in practice,1,RP23,retraction notice(rn),,,,retracted article,RP23-Y,1,retracted article:,begin
185,10.1007/s00170-022-09335-5,"[{'given': 'J.', 'family': 'Refonaa', 'sequence': 'first', 'affiliation': []}, {'given': 'Dinh Tran Ngoc', 'family': 'Huy', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nguyen Dinh', 'family': 'Trung', 'sequence': 'additional', 'affiliation': []}, {'given': 'Hoang', 'family': 'Van Thuc', 'sequence': 'additional', 'affiliation': []}, {'given': 'Roop', 'family': 'Raj', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mohd Anul', 'family': 'Haq', 'sequence': 'additional', 'affiliation': []}, {'given': 'Anil', 'family': 'Kumar', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Probabilistic methods and neural networks in structural engineering,2022,The International Journal of Advanced Manufacturing Technology,Crossref,,likely_retracted,retracted article: probabilistic methods and neural networks in structural engineering,the international journal of advanced manufacturing technology,1,RP256,both_rp_rn,,,,retracted article,RP256-Y,1,retracted article:,begin
186,10.1007/s35144-015-0525-x,"[{'name': 'Cold Jet Deutschland GmbH', 'sequence': 'first', 'affiliation': []}]",RETRACTED ARTICLE: Produktionsausfallzeiten reduzieren,2015,JOT Journal f√ºr Oberfl√§chentechnik,Crossref,,likely_retracted,retracted article: produktionsausfallzeiten reduzieren,jot journal f√ºr oberfl√§chentechnik,1,RP132,retracted paper(rp),,,,retracted article,RP132-Y,1,retracted article:,begin
187,10.1134/s1995078016040145,"[{'given': 'N. V.', 'family': 'Selina', 'sequence': 'first', 'affiliation': []}, {'given': 'E. N.', 'family': 'Tumayev', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Propagation of electromagnetic waves in the Pendry lens,2016,Nanotechnologies in Russia,Crossref,,likely_retracted,retracted article: propagation of electromagnetic waves in the pendry lens,nanotechnologies in russia,1,RP200,retracted paper(rp),,,,retracted article,RP200-Y,1,retracted article:,begin
188,10.1007/s10911-011-9208-2,"[{'given': 'Deniz', 'family': 'Tihan', 'sequence': 'first', 'affiliation': []}, {'given': 'G√ºlcin', 'family': 'Hepgul', 'sequence': 'additional', 'affiliation': []}, {'given': 'Meltem', 'family': 'Kucukyilmaz', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mehmet', 'family': 'Sar', 'sequence': 'additional', 'affiliation': []}, {'given': 'Hakan', 'family': 'Guven', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Pure Primary Squamous Cell Carcinoma of the Breast Arising from the Epithelium of a Complex Mammary Cyst: A Case Report,2011,Journal of Mammary Gland Biology and Neoplasia,Crossref,,likely_retracted,retracted article: pure primary squamous cell carcinoma of the breast arising from the epithelium of a complex mammary cyst: a case report,journal of mammary gland biology and neoplasia,1,RP158,retraction notice(rn),,,,retracted article,RP158-Y,1,retracted article:,begin
189,10.1007/s10936-021-09770-7,"[{'given': 'Zachary', 'family': 'Kahn', 'sequence': 'first', 'affiliation': []}, {'given': 'Leon', 'family': 'Hoffman', 'sequence': 'additional', 'affiliation': []}]",RETRACTED ARTICLE: Putting it into Words: A Clinical and Linguistic Analysis of Trauma Narratives in Two Short-Term Exposure Therapies for Co-Morbid PTSD and SUD,2021,Journal of Psycholinguistic Research,Crossref,,likely_retracted,retracted article: putting it into words: a clinical and linguistic analysis of trauma narratives in two short-term exposure therapies for co-morbid ptsd and sud,journal of psycholinguistic research,1,RP163,retraction notice(rn),,,,retracted article,RP163-Y,1,retracted article:,begin
190,10.1080/00268976.2013.868086,"[{'given': 'Antonio', 'family': 'Accardi', 'sequence': 'first', 'affiliation': [{'name': 'Institut f√ºr Chemie, Freie Universit√§t Berlin, Berlin, Germany'}]}, {'given': 'Burkhard', 'family': 'Schmidt', 'sequence': 'additional', 'affiliation': [{'name': 'Institut f√ºr Mathematik, Freie Universit√§t Berlin, Berlin, Germany'}]}]",RETRACTED ARTICLE: Quantum effects on translation and rotation of molecular chlorine in solid para-hydrogen,2013,Molecular Physics,Crossref,,likely_retracted,retracted article: quantum effects on translation and rotation of molecular chlorine in solid para-hydrogen,molecular physics,1,RP197,both_rp_rn,,,,retracted article,RP197-Y,1,retracted article:,begin
